"";"...1";"species";"year";"month";"lon";"lat";"year_month";"tme";"ele"
"307";307;"Rana temporaria";2014;4;4,3;52,1;2014,3;11,389794921875;8
"308";308;"Rana temporaria";2001;1;4,01997;46,84295;2001,075;4,41396484375002;341
"309";309;"Pelophylax perezi";1994;6;-7,169802;40,58936;1994,45;18,2570434570313;854
"310";310;"Rana temporaria";2013;1;4,82456;49,31887;2013,075;2,23134765625002;121
"311";311;"Rana temporaria";2014;4;9,51143;47,04481;2014,3;4,19643554687502;640
"312";312;"Lithobates catesbeianus";2014;11;-97,460012;35,181651;2014,825;8,25612792968752;336
"313";313;"Rana temporaria";2014;1;5,8;51,8;2014,075;5,38204345703127;9
"314";314;"Lithobates palustris";2022;5;-85,851889;41,875906;2022,375;16,5789733886719;262
"315";315;"Nidirana adenopleura";2014;5;121,150338;22,898512;2014,375;24,5555053710938;206
"316";316;"Lithobates pipiens";1963;8;-108,9732;31,52835;1963,6;21,3938232421875;1650
"317";317;"Rana temporaria";1988;6;10,1839;49,96464;1988,45;15,9123779296875;200
"318";318;"Rana limnocharis";2002;1;97,69911;16,35258;2002,075;25,2563720703125;107
"319";319;"Rana arvalis";2011;7;73,340046;61,264797;2011,525;14,0517517089844;39
"320";320;"Rana temporaria";1967;1;-1,532451;54,13079;1967,075;3,42373046875002;37
"321";321;"Odorrana swinhoana";2019;10;121,472488;24,964522;2019,75;22,7860961914063;200
"322";322;"Pelophylax ridibundus";2022;6;39,931789;43,415155;2022,45;NA;NA
"323";323;"Lithobates palustris";2021;8;-80,842325;44,066218;2021,6;21,2629028320313;363
"324";324;"Rana temporaria";2005;1;3,86394;47,53217;2005,075;2,89199218750002;241
"325";325;"Pelophylax lessonae";1971;5;14,25;52,7;1971,375;14,9508911132813;1
"326";326;"Lithobates pipiens";2021;3;-78,34953;44,23806;2021,225;0,617517089843773;193
"327";327;"Rana temporaria";2014;1;5,54393;46,51674;2014,075;4,74923095703127;493
"328";328;"Lithobates clamitans";1990;4;-76,01;36,899999999;1990,3;13,9228759765625;12
"329";329;"Rana temporaria";2012;1;7,66784;46,79344;2012,075;-0,286230468749977;823
"330";330;"Lithobates chiricahuensis";2002;4;-107,6894;33,11265;2002,3;15,051416015625;1932
"331";331;"Lithobates pipiens";2019;5;-71,23731;42,38446;2019,375;12,7871948242188;27
"332";332;"Pelophylax ridibundus";2012;5;0,90964;47,2147;2012,375;14,9666687011719;90
"333";333;"Lithobates catesbeianus";2021;8;-68,207952;44,362758;2021,6;19,0558715820313;38
"334";334;"Pelophylax lessonae";2009;5;11,65531;54,88983;2009,375;12,0774780273438;0
"335";335;"Rana temporaria";2013;4;9,15802;46,28585;2013,3;3,91716918945315;1448
"336";336;"Pelophylax lessonae";2007;6;5,9;51,2;2007,45;18,0053955078125;25
"337";337;"Rana aurora";2017;7;-123,198475;45,738525;2017,525;17,4106689453125;256
"338";338;"Odorrana hosii";2021;11;107,600441;-6,858082;2021,825;22,35830078125;961
"339";339;"Rana limnocharis";2001;9;97,86456;27,29008;2001,675;20,4553466796875;684
"340";340;"Rana temporaria";2017;9;7,0518;47,7332;2017,675;14,0530029296875;363
"341";341;"Rana temporaria";2019;2;-6,332989;58,19861;2019,15;NA;6
"342";342;"Lithobates catesbeianus";2021;4;-83,076389;42,243889;2021,3;9,40346679687502;177
"343";343;"Rana temporaria";2014;7;6,72418;44,20836;2014,525;10,6708618164063;2370
"344";344;"Rana dalmatina";2012;4;1,33862;49,31689;2012,3;8,17312011718752;129
"345";345;"Lithobates catesbeianus";1983;7;-81,20223;28,56453;1983,525;27,1501098632813;31
"346";346;"Lithobates clamitans";1982;6;-81,5536;42,6358;1982,45;18,1225830078125;218
"347";347;"Lithobates kauffeldi";2020;3;-74,121707;40,661049;2020,225;NA;10
"348";348;"Pelophylax nigromaculatus";2020;9;128,072;35,6089;2020,675;18,9531494140625;427
"349";349;"Lithobates sylvaticus";2000;7;-72,12945;41,94244;2000,525;19,4436889648438;235
"350";350;"Pelophylax epeiroticus";2021;9;20,909076;39,644606;2021,675;19,2451416015625;470
"351";351;"Lithobates blairi";1995;6;-92,10184;38,58193;1995,45;22,1993957519531;170
"352";352;"Pelophylax perezi";2016;5;-8,553425;43,30476;2016,375;13,3944030761719;13
"353";353;"Rana temporaria";1982;9;11,681756;55,756905;1982,675;14,3117309570313;21
"354";354;"Rana temporaria";2011;8;5,4;52,4;2011,6;16,787255859375;-6
"355";355;"Rana arvalis";2016;6;37,082156;55,799313;2016,45;17,4478088378906;185
"356";356;"Pelophylax lessonae";2021;6;5,25;51,55;2021,45;18,5884033203125;9
"357";357;"Rana temporaria";2017;4;9,87432;55,87409;2017,3;6,52010498046877;18
"358";358;"Lithobates yavapaiensis";1959;10;-111,4679;33,86424;1959,75;16,6120849609375;1075
"359";359;"Rana temporaria";2021;8;6,9;52,35;2021,6;16,8722778320313;24
"360";360;"Rana temporaria";2002;5;8,06918;47,51153;2002,375;12,6009460449219;571
"361";361;"Pelophylax ridibundus";2021;5;4,6;52,1;2021,375;11,0414672851563;-6
"362";362;"Rana temporaria";2019;3;6,10905;44,63419;2019,225;3,28048095703127;1163
"363";363;"Rana arvalis";2020;4;6,35;53;2020,3;9,73833618164065;7
"364";364;"Rana temporaria";2014;3;5,7;51,55;2014,225;8,15084228515627;17
"365";365;"Lithobates pipiens";1967;10;-102,8492;38,75859;1967,75;13,0805908203125;1315
"366";366;"Lithobates clamitans";2020;8;-77,242378;39,838293;2020,6;24,414697265625;171
"367";367;"Hylarana latouchii";2014;7;121,41;24,82824;2014,525;24,1610961914063;1009
"368";368;"Rana temporaria";2016;7;7,08025;46,52323;2016,525;14,3353210449219;997
"369";369;"Lithobates pipiens";1997;4;-75,7778;45,0892;1997,3;4,73104248046877;102
"370";370;"Rana temporaria";2019;8;7,429898;49,83383;2019,6;19,0572448730469;483
"371";371;"Hylarana latouchii";2020;4;121,1576;24,7986;2020,3;18,3320861816406;179
"372";372;"Rana temporaria";2013;5;48,7937;55,8302;2013,375;14,215478515625;53
"373";373;"Rana dalmatina";2020;3;15,82452;56,43902;2020,225;3,5478454589844;88
"374";374;"Lithobates sylvaticus";2019;5;-72,63692;41,2817;2019,375;13,5840698242188;3
"375";375;"Rana temporaria";2015;4;13,02212;56,21775;2015,3;6,8049255371094;42
"376";376;"Rana dalmatina";1998;8;-3,8234;48,02711;1998,6;17,333642578125;172
"377";377;"Rana arvalis";1998;9;12,154889;55,697826;1998,675;13,7099548339844;16
"378";378;"Rana temporaria";2009;10;7,34049;46,74865;2009,75;6,07277832031252;1061
"379";379;"Rana temporaria";2010;8;11,17509;55,56727;2010,6;16,935205078125;6
"380";380;"Rana temporaria";2019;11;4,55;52,4;2019,825;NA;6
"381";381;"Lithobates catesbeianus";1977;3;-97,533917636;30,246618585;1977,225;16,250634765625;126
"382";382;"Pelophylax ridibundus";2016;8;47,8912;56,6061;2016,6;22,2773681640625;89
"383";383;"Rana temporaria";2018;5;-2,22044;51,69287;2018,375;13,0859313964844;80
"384";384;"Sylvirana guentheri";2015;6;121,55558;24,989557;2015,45;27,6281372070313;28
"385";385;"Pelophylax lessonae";2016;4;8,576889;49,7658;2016,3;8,78640136718752;91
"386";386;"Pelophylax lessonae";2009;7;11,11012;54,89861;2009,525;18,0252319335938;8
"387";387;"Rana temporaria";2019;6;22,86736;45,35903;2019,45;14,4815612792969;2106
"388";388;"Rana arvalis";2006;6;72,47943;61,31954;2006,45;17,0171752929688;38
"389";389;"Pelophylax lessonae";2013;1;6,44752;47,76641;2013,075;1,04970703125002;305
"390";390;"Sylvirana guentheri";2016;6;121,353553;24,984258;2016,45;27,6841369628906;131
"391";391;"Meristogenys orphnocnemis";2018;2;116,701928;6,061881;2018,15;19,5046936035156;574
"392";392;"Lithobates sylvaticus";2015;6;-72,61492;41,3447;2015,45;18,2101684570313;65
"393";393;"Pelophylax lessonae";2012;5;5,498314;49,70641;2012,375;13,4119812011719;334
"394";394;"Pelophylax perezi";2018;8;-5,404055;36,20517;2018,6;24,4009643554688;17
"395";395;"Rana temporaria";2019;5;5,25;51,6;2019,375;12,1270385742188;5
"396";396;"Lithobates montezumae";1977;5;-99,994059345;20,388734774;1977,375;19,3337036132813;1924
"397";397;"Lithobates catesbeianus";2021;9;-90,701032;39,115841;2021,675;22,5166259765625;134
"398";398;"Lithobates clamitans";1966;6;-66,13;45,47;1966,45;15,1868225097656;25
"399";399;"Rana temporaria";2013;1;3,42502;48,4334;2013,075;3,19228515625002;99
"400";400;"Lithobates pipiens";2019;5;-76,19866;44,89128;2019,375;11,0157104492188;132
"401";401;"Rana temporaria";1993;3;-4,878998;56,7267;1993,225;2,48391113281252;491
"402";402;"Rana dalmatina";2014;8;-0,65659;44,48511;2014,6;19,3866516113281;78
"403";403;"Pelophylax ridibundus";2019;6;8,561525;50,00069;2019,45;21,5362487792969;103
"404";404;"Lithobates catesbeianus";2020;8;-72,062807;45,27121;2020,6;18,527978515625;195
"405";405;"Rana temporaria";2014;3;8,76552;46,15618;2014,225;3,32662353515627;235
"406";406;"Rana arvalis";2010;4;6,35;52,95;2010,3;8,46962890625002;13
"407";407;"Lithobates palustris";2018;8;-80,189464;40,924558;2018,6;22,3228393554688;381
"408";408;"Rana temporaria";1982;4;9,06048;47,36695;1982,3;4,69985351562502;677
"409";409;"Rana temporaria";2007;9;6,66311;49,03737;2007,675;13,1905456542969;256
"410";410;"Rana temporaria";1998;3;-1,097775;52,74719;1998,225;7,6293884277344;84
"411";411;"Rana temporaria";2018;8;9,645417;56,94575;2018,6;17,1216674804688;31
"412";412;"Lithobates catesbeianus";2017;10;-77,037522;39,055897;2017,75;16,7136474609375;127
"413";413;"Rana temporaria";2021;6;8,034953;49,56094;2021,45;18,8520751953125;273
"414";414;"Rana temporaria";2010;6;9,864719;56,52972;2010,45;13,8361450195313;10
"415";415;"Rana dalmatina";2018;4;15,66892;56,20215;2018,3;6,96376953125002;11
"416";416;"Lithobates sylvaticus";2003;5;-72,1343;41,951;2003,375;11,8225952148438;266
"417";417;"Lithobates pipiens";2020;7;-81,63783;41,42289;2020,525;24,6133056640625;189
"418";418;"Lithobates virgatipes";2020;11;-77,685408;34,581358;2020,825;16,0141845703125;10
"419";419;"Rana temporaria";2011;7;10,1643;56,27806;2011,525;16,8369079589844;47
"420";420;"Rana temporaria";2003;6;8,00138;47,37697;2003,45;21,2876220703125;375
"421";421;"Pelophylax fukienensis";2013;10;120,78;24,24;2013,75;21,1503540039063;521
"422";422;"Rana temporaria";1981;6;43,19917;64,67667;1981,45;12,8265014648438;143
"423";423;"Lithobates catesbeianus";2020;7;-71,231962;42,105466;2020,525;24,0273681640625;93
"424";424;"Pelophylax perezi";2007;1;-8,073767;38,26775;2007,075;9,36483154296877;150
"425";425;"Rana temporaria";2021;8;4,4;52,2;2021,6;17,1183715820313;13
"426";426;"Rana temporaria";2021;7;6;52,65;2021,525;17,9904724121094;1
"427";427;"Rana temporaria";2014;8;5,15;52,25;2014,6;16,3202453613281;13
"428";428;"Rana temporaria";1990;1;7,80154;47,19787;1990,075;1,85137329101565;545
"429";429;"Sylvirana guentheri";2018;4;121,658363;24,986654;2018,3;19,98330078125;194
"430";430;"Lithobates pipiens";2020;5;-76,21074;44,8654;2020,375;12,057275390625;137
"431";431;"Rana temporaria";2016;5;9,06185;47,41191;2016,375;11,2166687011719;623
"432";432;"Lithobates clamitans";2019;9;-81,575517;41,139256;2019,675;20,3965698242188;311
"433";433;"Rana temporaria";2022;6;-4,493695;55,23452;2022,45;11,8786254882813;356
"434";434;"Rana temporaria";2012;4;25,1039;60,48038;2012,3;2,76491699218752;55
"435";435;"Rana temporaria";2013;7;6,5;52,95;2013,525;18,3805786132813;12
"436";436;"Rana temporaria";1994;10;12,12436;56,01414;1994,75;8,34682617187502;32
"437";437;"Rana temporaria";2010;7;11,908388;55,047982;2010,525;NA;-1
"438";438;"Lithobates catesbeianus";2000;5;-83,3058;41,6752;2000,375;17,5232788085938;173
"439";439;"Pelophylax ridibundus";2015;6;1,63786;48,66069;2015,45;17,4386840820313;132
"440";440;"Rana temporaria";2014;2;3,61468;48,97337;2014,15;5,69771728515627;212
"441";441;"Rana temporaria";2019;3;12,93092;47,74482;2019,225;2,43087158203127;507
"442";442;"Rana dalmatina";2015;3;16,5996;56,62477;2015,225;3,88649902343752;30
"443";443;"Rana dalmatina";2007;1;4,04535;48,91951;2007,075;6,39608154296877;99
"444";444;"Sylvirana guentheri";2018;9;121,157419;24,786232;2018,675;24,248681640625;197
"445";445;"Rana temporaria";2017;3;6,94993;46,52274;2017,225;6,23366699218752;1128
"446";446;"Pelophylax perezi";2007;1;-6,978705;38,10173;2007,075;8,00740966796877;351
"447";447;"Lithobates clamitans";2017;5;-90,986;30,48;2017,375;22,4960571289063;18
"448";448;"Rana temporaria";2010;4;12,57153;56,18516;2010,3;6,69619140625002;6
"449";449;"Rana dalmatina";2017;3;6,11068;46,20113;2017,225;8,23366699218752;412
"450";450;"Hylarana latouchii";2016;12;121,5526;24,94948;2016,9;15,9090209960938;154
"451";451;"Rana dybowskii";2008;4;127,678651;36,701289;2008,3;11,8254028320313;282
"452";452;"Odorrana swinhoana";2020;12;120,811847;22,220535;2020,9;20,7750793457031;315
"453";453;"Rana temporaria";2020;7;13,42;47,11;2020,525;9,74025878906252;1598
"454";454;"Rana temporaria";2020;4;4,5;52,15;2020,3;10,4727111816406;1
"455";455;"Papurana daemeli";2019;9;142,371;-10,9253;2019,675;24,5430541992188;31
"456";456;"Rana temporaria";2021;5;7,462392;45,61855;2021,375;-0,130407714843727;3044
"457";457;"Lithobates sylvaticus";2019;8;-83,68466;36,59958;2019,6;24,2701354980469;488
"458";458;"Rana temporaria";2019;3;6,5;52,75;2019,225;7,22969970703127;13
"459";459;"Rana boylii";2020;1;-123,0103;39,14635;2020,075;6,8665710449219;606
"460";460;"Rana temporaria";2016;7;6,38125;44,76008;2016,525;10,7630554199219;2535
"461";461;"Lithobates catesbeianus";2018;4;-122,243587;37,892967;2018,3;13,15908203125;305
"462";462;"Rana temporaria";1996;1;-2,744634;53,75505;1996,075;4,3535095214844;12
"463";463;"Lithobates clamitans";2019;4;-71,502617;42,46827;2019,3;9,04885253906252;107
"464";464;"Odorrana swinhoana";2021;9;121,407943;24,831409;2021,675;22,9990478515625;772
"465";465;"Rana temporaria";1999;2;6,94624;46,92753;1999,15;-0,311804199218727;422
"466";466;"Lithobates pipiens";1951;7;-109,2859;34,13335;1951,525;21,589990234375;2118
"467";467;"Glandirana rugosa";2010;6;129,095833;36,451389;2010,45;20,9084106445313;308
"468";468;"Rana temporaria";2002;1;7,93392;47,24236;2002,075;0,898950195312523;510
"469";469;"Pelophylax ridibundus";2018;4;21,85488;36,984553;2018,3;17,22353515625;308
"470";470;"Pelophylax lessonae";1983;1;9,18567;41,43501;1983,075;NA;91
"471";471;"Hylarana latouchii";2013;7;120,7837;24,24799;2013,525;24,2399536132813;550
"472";472;"Rana temporaria";2022;7;-2,138476;53,24046;2022,525;16,4646240234375;161
"473";473;"Pelophylax perezi";2004;1;-8,490164;37,80939;2004,075;11,3743835449219;95
"474";474;"Rana temporaria";2007;7;18,11597;59,23484;2007,525;16,4804321289063;41
"475";475;"Lithobates sylvaticus";2021;6;-76,72202;40,52913;2021,45;21,2427001953125;392
"476";476;"Lithobates clamitans";2022;6;-79,2878;43,103097;2022,45;19,4294067382813;113
"477";477;"Rana temporaria";2014;5;10,8039;48,43814;2014,375;12,5750366210938;494
"478";478;"Pelophylax lessonae";2018;6;8,822284;50,88903;2018,45;17,4914184570313;227
"479";479;"Rana temporaria";2016;9;4,35;52,15;2016,675;18,5070434570313;10
"480";480;"Rana arvalis";2017;6;73,69477;60,87831;2017,45;16,7413269042969;37
"481";481;"Lithobates palustris";2017;9;-75,617906;39,787525;2017,675;20,6487060546875;89
"482";482;"Lithobates clamitans";2020;7;-75,6523;45,445786;2020,525;23,9101806640625;68
"483";483;"Rana temporaria";2010;5;-4,349158;57,56112;2010,375;8,53399047851565;160
"484";484;"Pelophylax fukienensis";2015;4;120,783723;24,247992;2015,3;20,6760192871094;550
"485";485;"Rana temporaria";2013;8;4,65;51,85;2013,6;18,2690673828125;1
"486";486;"Lithobates clamitans";1999;6;-74,153;41,754;1999,45;20,4111267089844;289
"487";487;"Rana temporaria";2007;8;5,65;51,25;2007,6;17,0331970214844;37
"488";488;"Rana arvalis";2014;5;8,665663;56,885631;2014,375;NA;6
"489";489;"Lithobates sylvaticus";2019;6;-72,6328;41,3655;2019,45;18,9678894042969;109
"490";490;"Rana temporaria";1999;3;6,68554;46,79117;1999,225;4,71822509765627;520
"491";491;"Rana temporaria";2012;3;3,444;50,44038;2012,225;8,16451416015627;21
"492";492;"Lithobates catesbeianus";1998;5;-81,875;42,2697;1998,375;18,1322570800781;172
"493";493;"Rana temporaria";2006;7;9,874402;56,19644;2006,525;19,5525146484375;118
"494";494;"Odorrana swinhoana";2020;10;120,811847;22,220535;2020,75;25,1;315
"495";495;"Hylarana latouchii";2015;3;120,8139;24,26399;2015,225;18,1599365234375;337
"496";496;"Lithobates vaillanti";2007;2;-76,5868;5,35305;2007,15;25,348779296875;90
"497";497;"Rana temporaria";2011;3;1,70799;50,35543;2011,225;7,38656005859377;13
"498";498;"Rana temporaria";1990;1;9,63333;48,08333;1990,075;0,0193420410156477;577
"499";499;"Lithobates clamitans";2021;5;-79,883522;40,505409;2021,375;14,5844360351563;297
"500";500;"Rana temporaria";2010;4;13,33;47,55;2010,3;4,11025390625002;863
"501";501;"Rana temporaria";2018;3;8,826427;49,76484;2018,225;3,97286376953127;307
"502";502;"Rana arvalis";2009;8;5,9;53,1;2009,6;18,2421508789063;-2
"503";503;"Lithobates sylvaticus";2011;4;-78,00744;40,77892;2011,3;8,7790466308594;440
"504";504;"Rana coreana";2013;3;126,4773;35,40477;2013,225;5,03484497070315;51
"505";505;"Rana dybowskii";2008;3;127,439072;35,474232;2008,225;6,16350708007815;203
"506";506;"Nidirana adenopleura";2018;6;121,635323;24,753628;2018,45;23,2707153320313;481
"507";507;"Rana temporaria";2018;3;9,12666;47,366;2018,225;2,21114501953127;658
"508";508;"Rana dalmatina";2009;4;16,60846;56,62742;2009,3;6,7089782714844;28
"509";509;"Rana temporaria";2013;4;6,81337;47,06181;2013,3;6,43084106445315;1198
"510";510;"Rana temporaria";2016;4;9,12808;47,41096;2016,3;7,49538574218752;772
"511";511;"Rana dalmatina";2011;3;-0,47182;44,68968;2011,225;10,2029663085938;11
"512";512;"Amnirana galamensis";1955;1;-0,267;10,95;1955,075;26,5682006835938;219
"513";513;"Rana temporaria";1992;1;5,02236;46,52715;1992,075;1,26564941406252;173
"514";514;"Rana temporaria";2015;5;5,45;52,3;2015,375;11,9910522460938;-4
"515";515;"Rana arvalis";2014;5;21,0005;63,80758;2014,375;NA;0
"516";516;"Pelophylax lessonae";2013;1;-1,54522;49,29569;2013,075;6,04189453125002;35
"517";517;"Rana arvalis";2006;6;43,9037;53,9791;2006,45;19,5308471679688;127
"518";518;"Lithobates clamitans";2017;3;-91,236765;30,12822;2017,225;18,7024169921875;5
"519";519;"Pelophylax saharicus";1970;2;-5,6;31,45;1970,15;9,09707031250002;1313
"520";520;"Staurois natator";2012;6;125,68189;9,06959;2012,45;23,164453125;898
"521";521;"Nidirana adenopleura";2021;4;121,548709;23,895149;2021,3;18,835107421875;38
"522";522;"Hylarana latouchii";2019;2;121,5855;24,99544;2019,15;16,8499084472656;62
"523";523;"Rana temporaria";2012;1;-2,720784;54,13269;2012,075;4,14345703125002;70
"524";524;"Sylvirana guentheri";2013;10;121,416801;25,16793;2013,75;NA;0
"525";525;"Rana temporaria";2015;5;-6,712814;52,65803;2015,375;9,83870849609377;306
"526";526;"Amolops viridimaculatus";2006;4;98,84194;24,511;2006,3;16,94716796875;2294
"527";527;"Lithobates pipiens";1966;8;-110,704;31,63425;1966,6;22,4822021484375;1407
"528";528;"Rana temporaria";2014;9;5,79005;46,17326;2014,675;14,5584350585938;656
"529";529;"Lithobates yavapaiensis";1971;8;-112,2749;34,01139;1971,6;28,0448852539063;784
"530";530;"Rana temporaria";2017;9;6,25;52,2;2017,675;13,9651123046875;16
"531";531;"Rana temporaria";2019;6;13,67;47,29;2019,45;12,5928894042969;2197
"532";532;"Lithobates catesbeianus";2020;4;-90,223892;32,321286;2020,3;17,5898986816406;106
"533";533;"Hylarana latouchii";2016;1;121,3477;23,46602;2016,075;12,5339294433594;240
"534";534;"Pelophylax ridibundus";2005;4;4,8;52,05;2005,3;10,0219970703125;-2
"535";535;"Rana temporaria";1983;6;5,1;51,6;1983,45;16,2734008789063;11
"536";536;"Rana temporaria";2015;7;9,807902;56,08766;2015,525;15,5268798828125;91
"537";537;"Lithobates sylvaticus";2019;6;-72,62803;41,32977;2019,45;18,9249206542969;63
"538";538;"Rana temporaria";1994;8;6,06486;44,58021;1994,6;18,3438354492188;980
"539";539;"Rana temporaria";2022;4;5,7;51,15;2022,3;9,64226684570315;33
"540";540;"Rana temporaria";2021;5;37,33397;56,35064;2021,375;13,2856079101563;168
"541";541;"Pelophylax lessonae";2007;1;8,84804;41,86147;2007,075;9,63826904296877;287
"542";542;"Rana temporaria";2021;5;-0,028619;51,77821;2021,375;NA;82
"543";543;"Lithobates berlandieri";1982;9;-99,15778;20,77111;1982,675;16,2824340820313;1490
"544";544;"Rana temporaria";1988;1;-1,49836;52,88844;1988,075;4,87661132812502;57
"545";545;"Pelophylax ridibundus";2020;5;4,48202;51,17174;2020,375;14,246728515625;15
